-35778.681681512295,-16873.161271124376,2733.191582206669,-11110.434147570724,-7227.556610639198,-75508.55448417325,56395.9928935286,18314.069441102794,-12201.716917538197,57993.6996804034
-14916.35816254857,16809.546654347123,6084.74336539136,51303.54228395044,59872.353853572706,-93709.30588949527,54203.186999826146,-22629.547186060223,4829.27732598434,59317.93486251073
90320.11698904663,-22794.194942813076,-42057.62256969595,-63145.587881010826,-28515.208332804243,-43377.3243723239,12637.68910625701,-1866.5143466532709,24895.821982960355,3400.397503542645
37376.80748601574,-3643.164594862831,3815.6283314914235,-7882.275038390973,-39981.02267551627,-17105.774409628742,17014.40990976095,22363.413449390566,41510.58288670692,93094.2836653002
15322.170505744276,-65652.79576300654,33288.16030684558,41711.831513521116,-27756.72002279073,14054.532943926994,33308.9933508623,11646.492559360075,2185.075109807385,132955.32834766986
56771.04164097466,35288.10303436677,-21014.172613013492,-53672.29321574899,-50507.105848850995,5878.8160436732105,-40958.78847791794,-39440.65103944912,-923.7690505899386,127250.61100674859
-6067.214910992638,20160.199676744905,10185.1334982332,-63432.590267183325,2064.274866470486,-102710.9229890281,19310.4857226475,9289.95100871225,-46610.1453868156,41680.52863274431
39722.26135579279,-66672.25266093768,-37140.3528930627,-24860.32208599101,35197.761164836316,37359.345225737256,-21105.242926344203,87790.7251709691,-3780.4115472375315,47422.215990816694
39436.99291818317,12740.588945748084,30395.621771483897,-45029.50962235657,52546.39547377253,-42189.84843599938,-3138.1015808257725,14691.697324583849,27837.379516555797,96150.08414019253
-4022.7551391395737,3680.6644483080195,-34600.51844668316,-30132.10504849036,-58919.11000346033,-74035.61623155144,-6355.789234077759,52702.075618270675,-78496.53193873992,69001.57364899837
4181.819842065007,-53355.545548188464,48767.27668916435,17591.945144293528,-43231.931032574816,-105784.85908876306,-10371.645128251694,14226.381746360086,18361.29160044693,2519.0264816083804
-2830.8016049271864,-25623.775709452333,-13799.089226630456,19664.340368648547,10804.377762196731,-13718.546506295552,-14874.282920696103,20351.006601680267,40331.921714851684,44662.808713373845
24917.655305207896,-31812.099477872194,-53208.32239230861,-44324.82222187468,-5571.568065547222,-59509.67728995587,16919.611616895516,26713.081296190616,-52382.23761885639,80921.9344854013
35900.33761588965,15097.810990793994,25413.988397159304,58163.47501416235,-57757.304263054015,-70705.36517716105,-44658.30445333988,75096.69874914963,-9075.016319893592,122024.86635774428
-37460.75455011811,-6757.3641370110745,31436.86256661868,41330.698488801434,-33268.46156016744,-74011.27808325269,-32943.644978658675,13810.474270731016,20181.007003964787,17710.004074888777
9088.826313288102,-74882.11588547619,35529.09169100947,-33097.85332616533,32389.819454111122,-94627.77080291139,-1254.7498237257032,-4858.396796538583,-8389.812102947526,18372.51516594387
1999.538125353571,-9968.086585394203,17633.27796323337,4310.623636367548,-6966.789110684561,-55033.61348435858,-11790.17127791686,45628.28195675849,3156.043017766709,14790.860270076697
13059.324053603106,-43890.54228534792,-38020.56922064444,-5336.939243752347,-16879.193137371847,-50033.04501951565,-23156.217474831683,-8410.389114051586,-82911.44902187039,57326.00911229104
29671.503932637548,-72662.08544763194,-30336.79455819171,-55843.141732933946,-48240.03628477775,-32246.1164373672,33594.50102795002,-23796.164102416686,-7055.32142412129,-17376.741585417727
18356.063888919838,-3770.1508430409344,3499.875708425461,-38514.63793436179,-20507.96331505147,-73640.75923499532,-20453.661537685868,-140.2662351659328,43543.7574721848,32564.15247524975
-33955.454898283526,-19472.412427130712,60321.04407245169,-3585.150014284195,36938.84851191404,19465.886154072854,2499.0453342285423,18278.252169766474,49181.39095670766,32073.2244726936
63474.556039767784,-21124.734605754526,-69046.61115541222,25013.720602862522,15106.992330310477,14836.435938554276,-6718.197639824669,-7307.987059374182,47386.31318297994,18448.585712638305
50317.947566135765,6529.056490141209,-51179.3968111174,7570.177228655226,-31957.019847830252,122.9813653707588,10789.149380152456,-6631.707838142115,21944.58532108145,90651.43898467963
-16530.589687308817,20062.440170235117,2182.782816542647,835.3706131699689,-8833.760056905332,-17991.408515837076,-53582.70143336428,22243.291697598368,54810.724131849594,31569.7929282573
-14124.685393807678,-32644.43320043901,7265.048904671254,-47745.70231981181,24148.27356781432,-71418.26175161467,-9766.014445132983,43704.20380102478,-18822.11083188652,-14956.252099836893
43218.12081011062,-53395.710846797156,-12847.386860154165,-84.13834895328228,-1410.951502389806,-119512.36468084935,-656.0272358959437,19694.930638481976,-5327.572677109135,95428.18110381512
-7344.105073335021,-45065.995228519845,-14462.313433142022,-12954.858040345965,-21095.53430522157,26583.475768566175,60673.94407802455,20977.59870451949,57715.123098684446,25636.193374189144
-5474.0407333036055,21507.784999113977,-33922.37884226611,-3447.2813865935605,20317.41321984684,-10364.71292328651,26252.9266463046,40174.08662081796,33594.52591731339,69806.76912153847
-25969.26413592944,-8919.958179364654,-13110.797464573101,41003.78169924794,-9519.799032049237,-28581.23810275747,-2071.7876039753287,54267.18710008699,24289.36386734523,24768.93946839561
18468.77089457821,-10.92079260569517,-46279.89727334592,19658.70401969059,-30224.05250213217,-2622.570540215851,11457.7428190612,17315.07657154497,29858.64960932435,19999.937649145282
-25107.226636111813,11021.148897785733,8960.46659827097,29508.731010095307,-7092.412596579358,-82908.6240254975,-17373.96712431727,-5230.614363319475,23736.560433894014,61772.58587285003
41049.136123356206,27564.878514236618,-31587.96136757724,44247.68818139962,32791.42814577263,-60841.32511198428,3263.865435948569,-33427.169262439726,7331.450231353695,69689.01620388588
-34834.96147868791,-18730.49223050195,58643.23622600876,31310.54332475018,69668.05215881483,-57644.17484779298,-25570.989923011726,18879.24832965384,-38281.99590009538,47562.33023696944
-15166.960996622569,45029.83814285052,22883.952657980455,-686.3748984170394,44577.520184658315,-67024.98560960843,39011.76634396492,11538.455551398685,-95357.38173981305,91403.8827610544
-9280.656086932371,-113804.00618083654,-8395.923643693768,44909.774611476954,-9523.841863788712,-51951.48611283068,9072.044277773266,-32246.484255491767,-13193.046449116811,11697.133319587625
-26099.734309916814,-61161.81155397699,26319.466988456556,-24813.49443726946,33057.81349504306,-87489.70720191103,18546.503819176414,98624.61905868852,35606.602213286096,45443.461727720416
54647.82557303604,-17139.710026684963,-54873.75271552296,22723.148686875746,72817.49909722709,-12963.55072203416,36332.652497034156,-11546.317254629796,9049.458103942916,5376.035580891944
-76965.30042411345,-31535.012708525304,-20742.40170536821,25408.42519717013,-19722.7447496936,-7617.8535059405185,3534.5919633270623,-23632.35033049417,83836.70127893194,105694.2971395844
-6425.322956940459,46591.870739124046,28884.1198543854,26813.30140281254,28650.287226914876,-30552.324527019224,34015.13361012893,-60384.23062268201,21112.798469895522,47917.81458486283
-54262.86837523282,24137.50111713467,-41075.52571992621,48898.1923442796,20704.94019296988,-41740.58404044507,55488.06881021655,-19924.556092745777,-25611.860716347273,58985.24509599915
59393.29694382926,-10312.890259467442,-31354.081871523817,-5744.598512063507,1871.1244606444754,-27253.184984788633,-9418.317244211525,6896.795573706952,25104.286367407185,82401.88539477748
-17203.984424609942,-20604.008628242107,17952.7998893546,3289.871964083032,31903.214263810947,-102973.6687590263,7593.661647526597,42473.49938696453,45505.76285994426,71016.23074435806
6101.94246669808,-47646.259733019186,18812.406791132285,42496.78652651046,21336.626839434895,-39546.614097684695,-35335.46238588032,47475.29169362462,-5001.323665776419,56254.95862086104
57017.84449321917,-23983.40623521285,16103.960450329352,5974.868443883106,19562.00175549926,-93129.28108815331,20485.742578139376,-20771.850083742833,-7268.52180026277,8914.830012104456
10308.972557064106,41135.75660686904,-10929.19852495678,-18161.81107595461,-59076.66917700368,-23791.819199702702,-36645.230090207806,-57832.32017405731,65299.00182866608,-2170.829861511197
33516.53615135963,-6374.555434643811,-24505.139447994516,20250.581992632855,-41653.84703575997,-6470.9718341362595,11632.28857903305,-2305.731717855782,-40944.00832668908,28945.477535183283
-14599.833056534433,-76080.39908990526,64268.13341667945,-11506.671628428765,-2384.7331865149054,-64069.96387238291,-45119.39930304078,-53821.796507912644,35889.535278014824,35901.76147880871
35225.336543223355,-2872.816150406308,-32196.863945581586,36386.607462996115,-19209.66763432651,-80561.43842683891,40085.38294230165,53198.98640950193,-44188.84927393375,-3810.541185898546
53870.59159946476,-59569.892592791526,-79157.63390389316,4552.174623071449,20574.32016248011,-42286.90874795214,-11622.434759696936,66147.2851586119,8936.00515685067,49166.10808040085
48884.87735223834,-5542.316933475838,-25456.4182246212,9696.160785400742,46307.682693543495,-29527.043345577396,23020.376309352047,67249.57160783307,-52482.69748391107,88018.31689134042
78444.9496688825,26659.236720080087,7572.777666928031,-23276.075737154213,14742.596368538672,-88419.90300390615,37787.04539824314,5625.8907090163775,16742.480412843077,77307.86892266817
-32650.104502880247,-15621.198533232266,-29788.432763380806,13202.791414177702,28920.837863139917,-9616.71435931147,11179.025811610241,53177.88698765038,-28908.638245486534,124671.49074830039
